City_ID,City,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temperature,Wind Speed
564654,Dubovka,RU,1612983884,49.0583,44.829,75,100,28.4,13.42
544084,Koslan,RU,1612983884,63.4564,48.8989,0,88,-16.06,2.39
475955,Velizh,RU,1612983884,55.6056,31.1967,100,93,1.94,4.72
3939761,Hualmay,PE,1612983664,-11.0964,-77.6139,77,59,77.63,8.81
3653967,Muisne,EC,1612983885,0.6,-80.0333,75,84,84.2,8.05
3904906,Santa Cruz de la Sierra,BO,1612983836,-17.8,-63.1667,90,83,73.4,12.66
3693646,Picota,PE,1612983885,-6.9197,-76.3304,75,55,91.4,16.11
518209,Novoselitskoye,RU,1612983885,44.7508,43.4369,100,54,53.6,13.42
2017979,Petropavlovka,RU,1612983885,50.6114,105.3196,100,92,13.28,5.23
734496,Potamiá,GR,1612983885,40.7163,24.7286,20,87,59.0,3.44
6255012,Flinders,AU,1612983886,-34.5833,150.8552,31,87,62.01,1.01
5924351,Clyde River,CA,1612983886,70.4692,-68.5914,90,92,6.8,46.04
1807681,Huainan,CN,1612983886,32.6264,116.9969,100,80,46.45,6.44
3350246,Catumbela,AO,1612983886,-12.4314,13.5472,100,82,77.11,4.54
4218882,Rincon,US,1612983884,32.296,-81.2354,90,88,64.99,9.22
1503726,Kharp,RU,1612983887,66.8014,65.8081,64,80,-25.51,10.4
212730,Kisangani,CD,1612983887,0.5167,25.2,100,41,79.72,1.57
1863495,Gushikawa,JP,1612983887,26.3544,127.8686,90,94,64.4,18.41
2123814,Leningradskiy,RU,1612983887,69.3833,178.4167,38,83,-28.77,9.91
5367788,Lompoc,US,1612983646,34.6391,-120.4579,1,76,64.0,10.42
2064735,Nhulunbuy,AU,1612983888,-12.2333,136.7667,40,94,80.6,3.44
2335953,Jos,NG,1612983656,9.9167,8.9,0,21,70.0,5.73
673921,Mangalia,RO,1612983888,43.8,28.5833,0,76,48.2,6.91
1488414,Urengoy,RU,1612983888,65.9667,78.3667,100,86,-22.92,9.84
2514651,Los Llanos de Aridane,ES,1612983888,28.6585,-17.9182,75,77,66.2,3.44
5554428,Ketchikan,US,1612983889,55.3422,-131.6461,1,45,21.2,4.61
1513491,Yangi Marg`ilon,UZ,1612983889,40.4272,71.7189,100,81,46.4,2.3
3347019,Mossamedes,AO,1612983889,-15.1961,12.1522,100,74,73.94,7.76
1786657,Yinchuan,CN,1612983889,38.4681,106.2731,100,64,39.7,3.2
1495626,Pangody,RU,1612983890,65.85,74.4859,100,86,-24.54,13.4
1714733,Dingle,PH,1612983890,10.9995,122.6711,45,88,75.11,1.99
5949601,Eston,CA,1612983890,51.1501,-108.7514,75,69,-18.0,14.97
1690039,San Fernando,PH,1612983890,15.0286,120.6898,75,94,75.2,2.3
4033375,Tevaitoa,PF,1612983890,-16.7833,-151.5,0,65,81.41,10.16
2619537,Hvide Sande,DK,1612983891,56.0045,8.1294,19,75,18.0,13.02
2159220,Mackay,AU,1612983800,-21.15,149.2,40,73,78.8,9.22
1512205,Abaza,RU,1612983891,52.655,90.0928,100,86,-4.31,2.17
6111862,Port Hardy,CA,1612983891,50.6996,-127.4199,75,74,32.0,3.44
3573374,The Valley,AI,1612983892,18.217,-63.0578,40,69,82.4,17.27
3141667,Roald,NO,1612983892,62.5833,6.1333,0,80,23.0,17.27
3691582,Talara,PE,1612983892,-4.5772,-81.2719,20,51,87.8,10.36
1648082,Boyolangu,ID,1612983894,-8.1181,111.8935,35,88,74.64,1.25
1235846,Matara,LK,1612983702,5.9485,80.5353,95,82,72.41,5.46
286621,Salalah,OM,1612983817,17.0151,54.0924,0,25,78.8,6.91
2164457,Grenfell,AU,1612983895,-33.9,148.1667,0,73,63.3,5.61
157429,Kilindoni,TZ,1612983895,-7.9139,39.6668,99,75,83.32,18.12
1718517,Caramay,PH,1612983895,10.1815,119.236,98,87,76.32,2.68
3932145,Pisco,PE,1612983879,-13.7,-76.2167,40,69,77.0,9.22
3405215,Bonfim,BR,1612983896,3.0833,-59.95,75,55,89.6,13.8
497927,Segezha,RU,1612983896,63.7415,34.3222,0,91,-4.52,5.14
1264733,Lucknow,IN,1612983629,26.85,80.9167,0,88,59.0,3.76
886763,Masvingo,ZW,1612983897,-20.0637,30.8277,100,96,65.93,4.36
2108857,Gizo Government Station,SB,1612983897,-8.103,156.8419,100,75,82.67,8.12
3115824,Muros,ES,1612983897,42.7762,-9.0603,100,85,54.0,5.99
2338660,Yaan,NG,1612983897,7.3833,8.5667,27,12,86.36,5.19
638936,Rovaniemi,FI,1612983897,66.5,25.7167,75,84,-2.2,2.3
3460102,Jaraguá do Sul,BR,1612983757,-26.4861,-49.0667,100,68,82.0,6.69
4032420,Neiafu,TO,1612983898,-18.65,-173.9833,75,94,78.8,2.3
2562247,Marsaxlokk,MT,1612983898,35.8419,14.5431,0,67,64.0,11.5
1492517,Shadrinsk,RU,1612983899,56.0852,63.6335,91,87,-14.76,5.46
2156643,Mount Gambier,AU,1612983899,-37.8333,140.7667,58,63,64.4,6.91
2027296,Aykhal,RU,1612983899,66.0,111.5,87,85,-22.47,5.5
1649150,Bengkulu,ID,1612983899,-3.8004,102.2655,85,88,75.24,4.18
863061,Usinsk,RU,1612983899,65.9939,57.5281,95,89,-17.39,5.77
1279356,Addanki,IN,1612983900,15.8167,79.9833,62,83,67.37,4.68
2522325,Agüimes,ES,1612983900,27.9054,-15.4461,75,72,66.2,10.36
338345,Edd,ER,1612983900,13.9297,41.6925,77,60,79.81,12.08
1519030,Chu,KZ,1612983900,43.5983,73.7614,100,50,28.0,3.0
3350372,Catabola,AO,1612983901,-12.15,17.2833,100,93,64.42,5.12
3466696,Catalão,BR,1612983901,-18.1658,-47.9464,18,56,82.13,2.15
2374583,Bubaque,GW,1612983901,11.2833,-15.8333,56,77,77.54,15.17
2222230,Sangmélima,CM,1612983902,2.9333,11.9833,100,64,75.81,3.02
2028164,Deputatsky,RU,1612983843,69.3,139.9,9,88,-23.24,3.38
3405339,Bom Jardim,BR,1612983902,-7.7958,-35.5872,75,43,89.6,14.97
368246,Raja,SS,1612983903,8.4596,25.678,100,18,76.08,3.38
3449195,São Fidélis,BR,1612983716,-21.6461,-41.7469,20,54,84.2,13.8
1732385,Aborlan,PH,1612983903,9.4352,118.5492,20,94,75.2,4.61
5364271,Laguna,US,1612983904,38.421,-121.4238,1,67,62.01,5.3
3355672,Lüderitz,NA,1612983904,-26.6481,15.1594,26,74,68.94,9.82
2070998,Geraldton,AU,1612983845,-28.7667,114.6,0,77,60.8,14.97
2396853,Omboué,GA,1612983904,-1.5746,9.2618,100,87,79.57,5.41
2527087,Tiznit Province,MA,1612983905,29.5833,-9.5,84,79,56.7,6.08
2381334,Atar,MR,1612983905,20.5169,-13.0499,0,10,87.8,11.5
3664659,Carauari,BR,1612983905,-4.8828,-66.8958,88,69,86.52,3.42
1648759,Bima,ID,1612983906,-8.4667,118.7167,100,85,76.15,1.07
2125693,Evensk,RU,1612983906,61.95,159.2333,82,89,10.44,12.64
933416,Manyana,BW,1612983906,-23.4,21.7167,99,60,73.53,6.98
912764,Kasama,ZM,1612983906,-10.2129,31.1808,100,95,64.09,0.76
964712,Plettenberg Bay,ZA,1612983906,-34.0527,23.3716,19,92,67.98,4.56
189741,Lamu,KE,1612983907,-2.2717,40.902,39,77,78.85,13.98
128831,Kangāvar,IR,1612983861,34.5043,47.9653,100,47,49.42,1.5
601551,Akdepe,TM,1612983907,42.0551,59.3788,0,69,33.8,9.22
3662155,Sena Madureira,BR,1612983907,-9.0656,-68.6569,84,82,83.91,2.21
1786546,Anlu,CN,1612983908,31.1661,112.5831,0,82,48.7,1.12
211647,Lodja,CD,1612983908,-3.4833,23.4333,100,61,78.55,0.83
3663693,Jutaí,BR,1612983908,-5.1833,-68.9,99,72,87.13,1.99
3571913,Marsh Harbour,BS,1612983908,26.5412,-77.0636,0,73,75.56,9.26
648090,Lieksa,FI,1612983908,63.3167,30.0167,0,92,-0.89,1.95
540267,Krylovskaya,RU,1612983909,46.3194,39.9711,100,79,46.0,9.08
3622547,Paraíso,CR,1612983909,9.8383,-83.8656,0,41,81.0,17.27
3385645,Urucurituba,BR,1612983909,-2.6833,-57.6667,84,74,83.59,4.65
616855,Aygehovit,AM,1612983909,40.9795,45.2503,100,47,49.96,8.46
1262230,Nāgar Karnūl,IN,1612983910,16.4821,78.3247,0,47,65.66,3.18
2236967,Soyo,AO,1612983910,-6.1349,12.3689,100,80,80.83,6.17
1501377,Kungurtug,RU,1612983910,50.5994,97.5228,100,86,0.28,1.95
3421193,Paamiut,GL,1612983789,61.994,-49.6678,0,83,22.35,3.85
3868626,Valparaíso,CL,1612983910,-33.0393,-71.6273,90,82,66.2,6.91
5972762,Hay River,CA,1612983911,60.8156,-115.7999,100,69,-16.6,9.22
2523888,Paola,IT,1612983911,39.3599,16.0396,90,100,57.99,11.5
5864145,Homer,US,1612983911,59.6425,-151.5483,40,93,26.01,3.44
4748305,Bon Air,US,1612983912,37.5249,-77.5578,90,56,44.01,3.44
3671450,Inírida,CO,1612983912,3.8653,-67.9239,80,63,88.11,4.56
2126123,Chokurdakh,RU,1612983912,70.6333,147.9167,81,89,-11.42,9.66
4149635,Callaway,US,1612983912,30.153,-85.5699,90,83,71.01,5.75
342567,Bedelē,ET,1612983913,8.456,36.353,100,46,64.2,3.2
2027968,Aldan,RU,1612983913,58.6031,125.3894,100,89,0.41,1.25
2092164,Lorengau,PG,1612983913,-2.0226,147.2712,100,86,78.24,28.25
3126369,Carballo,ES,1612983913,43.213,-8.691,100,80,51.01,5.01
553766,Kamenka,RU,1612983914,51.3223,42.7678,100,93,21.99,4.0
1494237,Predivinsk,RU,1612983914,57.0669,93.4378,100,90,-4.25,4.12
2171099,Codrington,AU,1612983914,-38.2667,141.9667,54,72,63.28,6.6
3125287,Cervo,ES,1612983914,43.6702,-7.4101,100,85,51.01,5.19
3388847,São Félix do Xingu,BR,1612983915,-6.6447,-51.995,99,89,80.65,2.75
2349431,Sabla,NG,1612983915,12.7525,4.7077,0,14,82.0,8.86
110690,Faya,SA,1612983915,18.3851,42.4509,0,51,57.2,4.61
3650312,Valdez,EC,1612983915,1.2492,-78.9831,96,71,80.56,5.79
6690296,Saint-Joseph,RE,1612983829,-21.3667,55.6167,90,69,80.6,3.44
2561668,Santa Cruz,MA,1612983916,30.4202,-9.5982,20,94,60.8,4.61
5854496,Wailuku,US,1612983855,20.8911,-156.5047,40,64,73.4,12.66
160141,Dunda,TZ,1612983916,-8.1167,34.25,100,91,66.11,1.97
2012532,Zhigalovo,RU,1612983917,54.8097,105.1578,5,88,-4.79,1.59
2184707,Wanaka,NZ,1612983917,-44.7,169.15,100,75,49.19,9.19
107304,Buraidah,SA,1612983917,26.326,43.975,0,67,60.8,2.3
1244926,Hambantota,LK,1612983917,6.1241,81.1185,0,88,73.4,9.22
2187393,Manutuke,NZ,1612983917,-38.6833,177.9167,42,86,66.0,3.0
3931223,Puquio,PE,1612983918,-14.7,-74.1333,93,64,56.25,12.64
5110365,Broome,US,1612983918,42.2506,-75.833,1,45,25.0,6.91
2122262,Palana,RU,1612983918,59.1167,159.9667,97,91,16.57,11.99
172515,Abu Samrah,SY,1612983918,35.3029,37.1841,0,74,53.2,7.94
2611060,Tvøroyri,FO,1612983919,61.5556,-6.8111,82,79,21.2,11.77
3420768,Qasigiannguit,GL,1612983919,68.8193,-51.1922,1,38,15.8,18.41
4362001,Mayo,US,1612983919,38.8876,-76.5119,1,60,39.0,8.05
5435464,Pueblo,US,1612983869,38.2545,-104.6091,90,86,19.4,5.75
6050066,La Ronge,CA,1612983920,55.1001,-105.2842,1,57,-20.2,3.44
1529376,Korla,CN,1612983920,41.7597,86.1469,100,72,35.11,9.06
3579925,St. George's,GD,1612983920,12.0564,-61.7485,75,83,77.0,16.11
543737,Kotel'nich,RU,1612983920,58.3089,48.348,2,90,-10.14,4.81
3098925,Golub-Dobrzyń,PL,1612983921,53.1109,19.0538,100,90,12.0,6.35
3381041,Mana,GF,1612983921,5.6592,-53.7767,95,68,81.0,10.6
1122464,Taywarah,AF,1612983921,33.35,64.4167,25,75,33.28,2.57
2753011,Katwijk,NL,1612983766,52.1942,4.4222,33,84,28.99,8.5
779554,Honningsvåg,NO,1612983921,70.9821,25.9704,75,80,24.8,8.05
6319315,Fonte Boa,BR,1612983922,-2.4959,-66.2662,41,50,90.86,5.57
3887127,Iquique,CL,1612983843,-20.2208,-70.1431,0,53,75.2,10.36
4031637,Lavrentiya,RU,1612983922,65.5833,-171.0,0,80,-27.18,10.13
5919850,Chapais,CA,1612983922,49.7834,-74.8492,90,72,6.8,5.75
533964,Loukhi,RU,1612983923,66.0764,33.0381,6,92,-0.35,4.47
2121324,Shebunino,RU,1612983923,46.4339,141.8603,66,88,22.95,9.57
1510697,Baykalovo,RU,1612983923,57.3981,63.7684,35,87,-17.61,5.37
6078372,Moose Factory,CA,1612983923,51.2585,-80.6094,90,65,-0.4,13.8
3984997,San Quintín,MX,1612983924,30.4833,-115.95,6,62,58.6,14.23
2032201,Bulgan,MN,1612983924,48.8125,103.5347,100,96,16.7,1.19
3436714,Villarrica,PY,1612983924,-25.75,-56.4333,100,53,85.77,3.38
1641977,Kalianget,ID,1612983834,-7.05,113.9333,100,83,78.76,4.85
10722858,Forsytheganj,BY,1612983924,52.6333,29.7333,100,95,6.85,5.08
1492466,Shalinskoye,RU,1612983925,55.7228,93.7594,89,87,-6.43,7.31
3027301,Chamonix,FR,1612983776,45.9238,6.8693,99,96,43.0,5.01
1491230,Sovetskiy,RU,1612983925,61.3614,63.5842,0,86,-22.31,4.16
3361934,Saldanha,ZA,1612983925,-33.0117,17.9442,0,64,71.6,10.36
1490918,Staryy Nadym,RU,1612983925,65.6118,72.6842,100,85,-24.72,15.32
4031742,Egvekinot,RU,1612983926,66.3167,-179.1667,6,81,-27.04,14.38
214481,Kananga,CD,1612983926,-5.8958,22.4178,100,84,74.01,3.36
2160517,Launceston,AU,1612983926,-41.45,147.1667,0,87,50.0,4.61
95788,Hīt,IQ,1612983926,33.6416,42.8251,0,43,62.58,8.61
336454,Ginir,ET,1612983927,7.1333,40.7,38,67,60.84,5.19
1715015,Dicabisagan,PH,1612983927,17.0818,122.4157,57,87,75.13,1.16
2122605,Okhotsk,RU,1612983927,59.3833,143.3,100,92,22.6,23.98
1217734,Boysun,UZ,1612983927,38.2061,67.1986,0,58,44.83,4.9
1636308,Manokwari,ID,1612983927,-0.8667,134.0833,100,79,79.34,4.45
3395458,Maragogi,BR,1612983928,-9.0122,-35.2225,11,73,81.84,12.53
3347719,Luena,AO,1612983928,-11.7833,19.9167,100,94,65.3,4.21
4726521,San Patricio,US,1612983928,28.017,-97.5169,75,78,80.6,20.71
3703239,Pedasí,PA,1612983928,7.5333,-80.0333,0,62,83.14,9.33
1263494,Mormugao,IN,1612983928,15.4,73.8,0,73,77.0,4.61
1636806,Majene,ID,1612983838,-3.5403,118.9707,76,84,77.95,3.87
2464701,Tataouine,TN,1612983929,32.9297,10.4518,0,14,68.0,4.61
2037391,Fengzhen,CN,1612983929,40.4394,113.1536,0,71,29.7,6.64
2206874,Waipawa,NZ,1612983929,-41.4122,175.5153,60,63,62.01,13.8
1563281,Tuy Hoa,VN,1612983929,13.0833,109.3,97,84,69.94,8.63
3687238,Cartagena,CO,1612983930,10.3997,-75.5144,40,70,86.0,12.66
1927639,Yueyang,CN,1612983930,29.3333,113.0919,52,91,50.36,5.48
3893629,Coquimbo,CL,1612983817,-29.9533,-71.3436,40,68,68.0,10.36
347634,Ţahţā,EG,1612983930,26.7693,31.5021,0,30,68.0,5.75
5802636,Mattawa,US,1612983930,46.7379,-119.9028,20,59,34.0,5.17
1296736,Shwebo,MM,1612983931,22.5667,95.7,0,45,65.95,3.0
2950159,Berlin,DE,1612983815,52.5244,13.4105,40,73,21.2,5.75
3356832,Henties Bay,NA,1612983931,-22.116,14.2845,100,88,66.99,2.46
287286,Muscat,OM,1612983931,23.6139,58.5922,0,78,71.6,2.3
697455,Petrykivka,UA,1612983931,48.7298,34.6351,90,93,35.6,11.18
3517970,Pochutla,MX,1612983830,15.7432,-96.4661,40,51,88.0,11.5
3441575,Montevideo,UY,1612983909,-34.8335,-56.1674,40,69,81.0,14.97
2012530,Zhigansk,RU,1612983932,66.7697,123.3711,0,84,-19.61,10.85
1264890,Lingsugūr,IN,1612983791,16.1667,76.5167,65,26,71.44,9.15
629055,Disna,BY,1612983932,55.568,28.1971,100,95,6.39,5.57
2455290,Kidal,ML,1612983933,18.4411,1.4078,0,16,75.78,5.23
1282898,Pokhara,NP,1612983933,28.2333,83.9833,13,51,55.04,4.05
3386177,Trairi,BR,1612983933,-3.2778,-39.2689,32,66,85.03,13.13
1081790,Amboasary,MG,1612983933,-25.0333,46.3833,75,88,77.0,11.5
5287262,Buckeye,US,1612983934,33.3703,-112.5838,39,26,69.01,1.01
3723593,Jérémie,HT,1612983934,18.65,-74.1167,12,67,81.5,7.87
2192362,Christchurch,NZ,1612983934,-43.5333,172.6333,0,41,59.0,8.05
2015913,Suntar,RU,1612983934,62.1444,117.6319,100,92,-1.91,4.05
4047434,Russell,US,1612983935,32.3502,-85.1999,90,73,68.0,4.61
4946620,Palmer,US,1612983935,42.1584,-72.3287,40,50,30.99,6.91
2132606,Samarai,PG,1612983935,-10.6167,150.6667,100,78,81.63,10.09
